Week-1-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,Injury Status
175,"Treylon Burks","WAS","WR",87,7,"ACTIVE"
178,"Andrei Iosivas","CIN","WR",88,6,"ACTIVE"
179,"Ted Hurst","TB","WR",89,10,"ACTIVE"
180,"Germie Bernard","PIT","WR",90,9,"ACTIVE"
181,"Kendrick Bourne","ARI","WR",91,14,"ACTIVE"
183,"Keon Coleman","BUF","WR",92,7,"ACTIVE"
185,"Jahan Dotson","ATL","WR",93,11,"ACTIVE"
186,"Kalif Raymond","CHI","WR",94,10,"ACTIVE"
189,"Joshua Palmer","BUF","WR",95,7,"ACTIVE"
191,"Bryce Lance","NO","WR",96,8,"ACTIVE"
192,"Tez Johnson","TB","WR",97,10,"ACTIVE"
193,"Zachariah Branch","ATL","WR",98,11,"ACTIVE"
194,"Troy Franklin","DEN","WR",99,10,"ACTIVE"
196,"Odell Beckham Jr.","NYG","WR",100,8,"ACTIVE"
200,"KaVontae Turpin","DAL","WR",101,14,"ACTIVE"
204,"Kyle Williams","NE","WR",102,11,"ACTIVE"
209,"Elic Ayomanor","TEN","WR",103,9,"ACTIVE"
211,"Dohnte Meyers","CIN","WR",104,6,"ACTIVE"
212,"Roman Wilson","PIT","WR",105,9,"ACTIVE"
213,"Travis Hunter","JAX","WR",106,7,"ACTIVE"
215,"Marvin Mims Jr.","DEN","WR",107,10,"ACTIVE"
218,"Jalen Tolbert","MIA","WR",108,6,"ACTIVE"
221,"Cyrus Allen","KC","WR",109,5,"ACTIVE"
222,"Demarcus Robinson","SF","WR",110,8,"ACTIVE"
225,"Mack Hollins","NE","WR",111,11,"ACTIVE"
229,"Ashton Dulin","IND","WR",112,13,"ACTIVE"
230,"Isaiah Williams","NYJ","WR",113,13,"ACTIVE"
231,"Barion Brown","NO","WR",114,8,"ACTIVE"
232,"Devontez Walker","BAL","WR",115,13,"QUEST"
